Headline,Body ID,Stance
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,662,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1438,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",35,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1184,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1403,unrelated
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1087,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,1836,discuss
"Amazon to launch first brick-and-mortar store, report says",1772,discuss
Dog Found Abandoned With Suitcase Filled With His Belongings,1212,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female,887,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",204,unrelated
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",1347,unrelated
'Spiderman' squished: Perth experts debunk spider burrowing claims,1923,agree
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",47,unrelated
Armed U.S. drones spotted flying over Syria in possible hunt for ISIS leader,2443,discuss
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,625,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",1905,unrelated
Comcast Says You Can Keep Your Tor,1438,unrelated
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),1277,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',1166,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1926,disagree
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,387,unrelated
Pentagon: 1 weapons bundle seized by militants,666,unrelated
New iOS 8 bug can delete all of your iCloud documents,874,unrelated
ISIS: Desperate mum told 'you've just eaten your son' after visiting militants' base in search of kidnap victim,2352,unrelated
Tiger Woods' agent shoots down report of failed drug test,1584,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1938,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1893,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,2097,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1905,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,220,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1427,unrelated
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,1954,agree
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2116,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,190,unrelated
Iraqi airstrike kills key ISIL leader,1921,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",775,unrelated
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2266,unrelated
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1376,discuss
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,320,unrelated
Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air,1855,discuss
IS militant 'Jihadi John' named as Mohammed Emwazi from London,2501,unrelated
Report: Possible audio tape of Michael Brown shooting,1921,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,651,unrelated
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',1651,agree
"Kurt Sutter Announces Plans For ‘Sons Of Anarchy’ Movie Starring Charlie Hunnam, Brad Pitt",342,unrelated
"Boko Haram denies truce, says kidnapped girls married",344,unrelated
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,2096,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',533,unrelated
Macaulay Culkin dead: Actor is victim of another death hoax,1423,unrelated
Does Vogue's New Office Have a Rat Infestation?,1619,discuss
Report: Christian Bale Will Play Steve Jobs,1215,disagree
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",1966,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1648,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,651,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,837,unrelated
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,686,unrelated
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1795,discuss
Isis claims to behead US journalist,1720,unrelated
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,662,unrelated
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',545,unrelated
The Case of the Stolen Batmobile Has Been Solved,1338,unrelated
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,867,unrelated
Man chops off own penis after being dumped by his girlfriend,1379,unrelated
Lego letter from the 1970s still offers a powerful message to parents 40 years later,53,agree
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1938,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1529,discuss
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,368,unrelated
Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’,2058,unrelated
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1660,unrelated
‘Evocative shape': Is Vladimir Putin trolling the world with his motorcade formation?,1549,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1009,unrelated
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,2249,agree
Michael Brown shooting audio caught on tape?,822,discuss
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1864,discuss
James Foley remembered as 'brave and tireless' journalist,2092,unrelated
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2187,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",2056,unrelated
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,808,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,214,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,2411,unrelated
Man breaks down in tears when a lost recording of his deceased wife resurfaces,2403,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2450,discuss
Is There an ISIS Threat on the Texas-Mexico Border or Not?,1946,discuss
"NASA: Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness???",175,discuss
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,154,agree
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,1263,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1846,disagree
Fence jumper reportedly made it much further into White House than Secret Service said,1488,discuss
Pope Francis tells boy whose dog had died that heaven is open to all,932,unrelated
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,2269,unrelated
Vandals add rude paint job to $2.5m Bugatti (but luckily for the owner it all turned out to be a hoax),822,unrelated
Source: Tom Brokaw Wants Brian Williams Fired,964,unrelated
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,1815,unrelated
Alleged audio of Michael Brown shooting released,1289,unrelated
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",607,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,119,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,35,unrelated
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1936,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,286,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,1372,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",570,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,1019,unrelated
7 Bosnian teens get pregnant on school trip,1802,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,662,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,568,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1808,unrelated
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",1605,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1166,unrelated
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,686,unrelated
Did a Meteorite Impact in Nicaragua over the Weekend?,649,unrelated
Penis Drawn On Bugatti Veyron Could Be World's Most Expensive Car Vandalism,1183,unrelated
"Managua explosion not a meteorite, NASA suggests",1722,discuss
"HBO streaming service could launch in April for $15 per month, work on Apple TV",2434,unrelated
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",388,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1336,agree
Italian catches huge wels catfish; is it a record?,677,unrelated
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2367,unrelated
Marijuana May Soon Spark Just a Ticket in New York,2307,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,1574,unrelated
Setting the record straight on tor,2197,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,958,unrelated
Islamic State 'training pilots to fly fighter jets',2406,discuss
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",1867,unrelated
"No, a spider (probably) didn't crawl through a man's body for several days",1923,agree
CNN Plays Alleged Recording of Michael Brown Shooting,1438,unrelated
A Mass Grave Points to a Student Massacre in Mexico,1912,discuss
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,26,unrelated
Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament,1586,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,1715,discuss
A Mass Grave Points to a Student Massacre in Mexico,1351,unrelated
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,1568,agree
"Don't forget to tip...especially if you spend $300,000",296,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2045,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,195,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,938,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,107,unrelated
"No, Banksy has not been arrested (sigh)",77,unrelated
"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge",1058,agree
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",1906,unrelated
ISIS Getting Ebola,2524,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2249,agree
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",1029,unrelated
Kurds Deny Gill Rosenberg was in Kobane,387,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,2297,unrelated
British man pays $460 to save constipated goldfish's life,1540,unrelated
A Spider Lived Inside This Tourist’s Body For 3 Days After Burrowing Into His Skin Through A Scar,214,unrelated
Kanye Banned,2048,unrelated
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,609,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1319,unrelated
Confusion Surrounds Capture Of “ISIS Leader’s Wife”,1913,unrelated
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,251,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",826,discuss
Tropical spider burrowed under Bali tourist's skin,1888,unrelated
A Husband Breaks Down In Tears After Lost Voicemail Message By His Late Wife Is Recovered,1640,agree
Report: Christian Bale Will Play Steve Jobs,2455,discuss
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1720,unrelated
"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner",2111,discuss
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",831,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",1785,unrelated
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,616,unrelated
Christian Bale won't play Steve Jobs,1646,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2247,discuss
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',1678,discuss
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,186,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",304,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,1268,agree
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",1547,unrelated
Experts: More facts needed on purported audio recording of Michael Brown shooting,1478,unrelated
The @FoxNewsPress Account Tweeting Lawsuit Threats Is a Fake,1195,unrelated
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1223,unrelated
Tropical spider burrowed under Bali tourist's skin,1271,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,2302,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1185,discuss
Mass grave found after 40 students disappear in Mexican protest,2385,unrelated
KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY,2018,discuss
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,2115,agree
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1419,discuss
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,1427,unrelated
White House fence-jumper made it far deeper into building than previously known,941,unrelated
Eyewitness Says Viral Video of Homeless Man Was Staged,1130,agree
Canadian Soldier Shot At Ottawa War Memorial: Report,388,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,847,discuss
"Amazon to launch first brick-and-mortar store, report says",1948,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1921,unrelated
Microsoft turns to robotic security guards to watch for trouble,1195,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1938,unrelated
Anna Wintour: Is Rat Infestation At NYC ‘Vogue’ Office Kim Kardashian’s Fault?,639,unrelated
Axl Rose Dies? Guns N’ Roses Singer Dead ‘West Hollywood Home at Age 52′ is Fake,414,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2130,unrelated
Mohammed Islam Denies Making $72 Million From Stock Market Trading,2009,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1296,unrelated
Government fires employee who skipped work for 24 years,217,unrelated
Spider burrowed through tourist's stomach and up into his chest,730,unrelated
Sugarhill Gang’s Big Bank Hank dead at 57,2035,agree
'Hairgate': iPhone hit by new social media storm,176,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1237,discuss
CNN Airs Alleged Audio from Michael Brown Shooting,1786,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2115,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,40,unrelated
Mexico Student Massacre Update: More Graves Discovered At Murder Site,2342,discuss
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1966,unrelated
"Don't forget to tip...especially if you spend $300,000",1077,discuss
Wife and child of Islamic State leader Baghdadi held in Lebanon,1787,unrelated
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,115,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,2525,unrelated
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,723,discuss
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2109,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport [PHOTO],235,unrelated
One of 'Taliban Five' in Bowe Bergdahl swap allegedly returned to militancy,2531,discuss
Iraqi airstrike kills key ISIL leader,518,unrelated
Would-be rapist has penis severed by angry mob,1042,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,1004,unrelated
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2306,discuss
Small Meteorite Hits Managua,1068,discuss
Islamic State militants claim to behead missing American journalist,11,unrelated
"Batmobile stolen in Detroit? Good one, joker!",1242,agree
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1940,unrelated
Government fires employee who skipped work for 24 years,2314,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1853,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",2421,discuss
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,1968,discuss
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1351,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,2104,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1289,unrelated
Has Ebola infected Isis militants in Mosul?,1355,discuss
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1224,unrelated
Texas plumber baffled after truck ends up in the hands of Syrian rebels,565,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,1012,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1385,unrelated
GCPD Solved Stolen Batmobile Case?,1807,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,2302,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,958,unrelated
Woman Stays In KFC For A Week To Get Over Her Break-Up,478,unrelated
Tiger Woods' agent shoots down report of failed drug test,1735,unrelated
The Apple Watch has a low-power mode that only tells the time,1058,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,1539,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,754,unrelated
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',1125,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2197,unrelated
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2192,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2471,discuss
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1234,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2165,agree
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",1538,discuss
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,1813,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,816,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1575,discuss
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',2016,unrelated
Report: Jose Canseco accidentally shot,2230,unrelated
See the Crater a Meteorite Made in Nicaragua,534,unrelated
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",2009,unrelated
A Mass Grave Points to a Student Massacre in Mexico,2385,unrelated
