Headline,Body ID,Stance
Militant Group Says It Killed American Journalist in Syria,903,discuss
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1331,unrelated
Italian catches huge wels catfish; is it a record?,1028,agree
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2501,unrelated
Teacher suspended after sex session with teen pupil ends up on hardcore porn website,1608,unrelated
Axl Rose Dead? Fans Freak Out Over Death Rumors,1645,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1857,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,1338,unrelated
IS Fighters Seize Weapons Cache Meant for Kurds,2116,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,7,unrelated
Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots',2354,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1034,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,1004,unrelated
Texas plumber's truck on front line of Syria war,800,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",2096,discuss
Sugarhill Gang rapper Big Bank Hank dies at age 57,1979,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,625,unrelated
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,1883,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,2177,unrelated
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1752,agree
Audio recording allegedly captures moment Michael Brown was shot,968,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2096,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,2296,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2431,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",687,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,2080,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1934,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1781,discuss
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",2313,unrelated
How did a Texas plumber's truck end up with Syrian rebels? (+video),2174,unrelated
"North Korean leader Kim Jong Un had ankle surgery, report says",1294,discuss
Mass grave found after 40 students disappear in Mexican protest,702,discuss
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1721,discuss
New Audio Recording From Ferguson May Capture Michael Brown Shooting,472,unrelated
Tiger Woods' luxe Viking island in Sweden is for sale,236,unrelated
The Arrest of the ISIS Leader's Wife and Son,1883,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",720,discuss
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",405,unrelated
North Korean dictator Kim Jong-Un to open restaurant in Scotland,385,unrelated
NYC relaxes response to marijuana possession,2217,agree
"Ann Arbor pizza delivery driver surprised with $2,000 tip",51,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),1802,unrelated
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1821,agree
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1873,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1157,unrelated
Mystery man slaps shoppers around head for sneezing,1019,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,2410,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",460,agree
Missing Planes,1958,discuss
"In Kim Jong Un's absence, his sister may rule. Or not.",1152,discuss
Audio of gunfire in Michael Brown case authenticated by app company,2220,discuss
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",826,unrelated
Samsung is reportedly making a secret new chip in the Apple Watch,1835,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,643,unrelated
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,344,unrelated
North Korea denies plans to open a restaurant in Scotland,1339,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1948,unrelated
'Jihadi John' named as Mohammed Emwazi from London,2240,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1883,unrelated
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1873,unrelated
NASA: Viral news on days of darkness in December is hoax,696,unrelated
Dog Found Abandoned With Suitcase Filled With His Belongings,1642,agree
Audio of gunfire in Michael Brown case authenticated by app company,1446,discuss
BREAKING NEWS: Baseball star Jose Canseco hurt in accidental shooting,186,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1295,unrelated
Media outlets identify 'Jihadi John',81,unrelated
An audio recording of the Michael Brown shooting has reportedly surfaced,1817,discuss
CNN Plays Alleged Recording of Michael Brown Shooting,121,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2003,discuss
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",2385,unrelated
Lynch Mob Castrates Alleged Rapist In Rajasthan,36,unrelated
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",181,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1435,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,1013,unrelated
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,331,discuss
CNN audio: Is this the moment Michael Brown was shot?,121,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1627,unrelated
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",1491,agree
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2067,unrelated
Graffiti Artist Banksy Arrested In London; Identity Revealed,2051,disagree
ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi,2470,unrelated
Ebola Scare in Kansas City,1843,unrelated
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1533,discuss
Isis claims to behead US journalist,2109,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),1854,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,830,agree
Does ISIS have an airforce? Terrorist 'fighter pilots' are being trained on captured MiGs by Saddam Hussein's ex-air force officers,295,unrelated
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,2127,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,1197,unrelated
Could Kim Jong Un open a restaurant in Scotland?,1217,unrelated
Iraqi media says ISIS militants have contracted Ebola,1904,discuss
Mexican investigators fear mass grave might hold 43 missing students,324,unrelated
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,195,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',568,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1263,discuss
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",521,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,1256,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1294,unrelated
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",1213,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),381,unrelated
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,968,unrelated
US Marine survives headshot in Afghanistan,2389,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,1048,unrelated
ISIL Beheads American Photojournalist in Iraq,2525,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2067,agree
Snowmen Declared Anti-Islamic As Snow Falls in Saudi Arabia,2167,agree
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1034,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,2213,unrelated
Seth Rogen Is Woz,646,unrelated
The pumpkin spice condom is not happening,2269,agree
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2313,unrelated
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",125,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1648,unrelated
God Is A Woman – Resurrected Father Narated,2520,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,120,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,2096,unrelated
Apple Watch’s Power Reserve feature combats short battery life,2124,discuss
Apple Watch launch has new timetable: Analyst,1760,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1385,unrelated
Report claims Kim Jong-un underwent surgery to repair fractured ankles,1103,unrelated
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,1637,unrelated
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,1400,agree
7 Bosnian teens get pregnant on school trip,1836,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1385,unrelated
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",698,unrelated
Rats are still running around at Vogue,618,unrelated
Nun who gave birth ‘had no idea’ she was pregnant,2269,unrelated
You all had an abortion! [Google Translate],2124,unrelated
"Once Again, The Banksy 'Arrest' Is A Giant Hoax. Repeat: A Hoax.",1296,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2508,agree
WTC rats scare off Anna Wintour,1212,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1721,discuss
Islamic State Declares Captured Aid Worker to be 'Innocent',760,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),1913,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1377,disagree
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,2055,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,702,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1313,discuss
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,258,unrelated
Vladimir Putin Bird Poop Video is Fake,837,unrelated
6 Islamist militants killed in US attack in Somalia,2506,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,704,unrelated
You may be able to make appointments at the Apple Store to try on the Apple Watch when it launches,260,unrelated
White House fence-jumper made it far deeper into building than previously known,955,unrelated
British hostage David Haines beheaded by Islamic State terrorists,2102,agree
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',240,unrelated
New iOS 8 bug can delete all of your iCloud documents,61,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,1877,unrelated
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1002,unrelated
Lego letter from the 1970s still offers a powerful message to parents 40 years later,2412,unrelated
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",137,unrelated
"Islamic State training fighter pilots in captured jets, monitoring group says",2283,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",557,discuss
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",1627,unrelated
US officials: Video shows American's execution,1580,discuss
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",1494,unrelated
WTC rats scare off Anna Wintour,1968,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,2481,discuss
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1905,unrelated
Missing Libyan Jetliners Raise Fears of Suicide Airliner Attacks on 9/11,1574,unrelated
Was The Batmobile Stolen In Detroit?,1148,unrelated
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",1539,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",1221,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2313,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,1803,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,2147,discuss
Zack Snyder Responds to Fake Stolen Batmobile Report,2062,discuss
Has Ebola infected Isis militants in Mosul?,1289,unrelated
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2230,unrelated
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",1017,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,373,unrelated
KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,1739,unrelated
Opposition group: ISIS militants training to fly warplanes in Syria,819,unrelated
From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair,1769,discuss
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",909,unrelated
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1465,unrelated
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",2281,agree
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1358,unrelated
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',754,unrelated
Mexican cartel leader kills self; bodies in grave not missing students,61,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,1938,unrelated
'Electric Boogie' Developer Leaves Secret Resignation Letter To Boss At The End Of The Game (Video),562,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,2081,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1040,discuss
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",2252,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1541,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,726,discuss
ISIS Claims To Have Captured US Airdrop Weapons,2336,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1899,discuss
Christian Bale in Talks to Play Steve Jobs (Exclusive),1131,discuss
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,2441,unrelated
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,8,unrelated
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,286,unrelated
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,2210,disagree
Whiz kid stock picker: I didn't actually make $72M trading,1042,agree
"Israel opens dams, floods Gaza",2020,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1841,disagree
ISIL Beheads American Photojournalist in Iraq,524,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2022,unrelated
[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,682,unrelated
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,1212,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1622,discuss
Small red book among finds in 113-year-old Boston time capsule,1338,agree
Islamic State accused of using chlorine gas on Iraqi soldiers,1177,unrelated
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2345,agree
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,720,unrelated
Not coming to a store near you: The pumpkin spice condom,1891,unrelated
"Canterbury Christ Church University student Jess Smith, from Chatham, starred as Teletubbies' sun",2284,discuss
Tourist dubbed ‘Spider Man’ after spider burrows under skin for days,2297,unrelated
Two blokes dared to eat 20-year-old burger for charity,559,agree
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,882,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),1534,unrelated
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,2398,unrelated
Pentagon: 1 weapons bundle seized by militants,1949,agree
U.S. arms airdrop fell into ISIS hands: Pentagon,2176,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,2248,unrelated
Vigilantes cut off alleged rapist's penis,1042,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,305,unrelated
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",1221,unrelated
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",947,discuss
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,992,unrelated
"Meteorite makes big crater in Nicaragua, government says",601,disagree
Nigeria says it has deal with Boko Haram to release kidnapped girls,1588,discuss
James Foley remembered as 'brave and tireless' journalist,1549,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2526,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,115,unrelated
Newly Discovered Mass Grave Linked to Missing Mexican Students,61,unrelated
"Sorry, Everyone: Durex Is Unfortunately Not Making Pumpkin Spice Condoms",2152,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,2398,agree
WHO ‘probing’ whether ISIS fighters got Ebola,1899,unrelated
Luke Somers' sister says he was killed in failed Yemen rescue attempt,634,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,1897,unrelated
Report: Secret Service Lied About White House Fence Jumper,832,unrelated
The pumpkin spice condom is not happening,788,unrelated
New iOS 8 bug can delete all of your iCloud documents,511,unrelated
Bali Awry,1883,discuss
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",2283,unrelated
The baby from Teletubbies reveals herself,2081,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1747,agree
Utah man hospitalized after eggnog-chugging competition,2509,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,5,unrelated
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1429,discuss
"Sons of Anarchy Movie? No, Kurt Sutter Announces Charlie Hunnam, Brad Pitt Film Article is Fake",2344,unrelated
Apple’s next MacBook could be a 12-inch MacBook Air,1679,unrelated
CNN Airs Alleged Audio from Michael Brown Shooting,2250,discuss
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1234,unrelated
First bendgate... now it's HAIRGATE: Angry iPhone 6 owners claim design is causing chunks of their hair to be ripped out when they make a phone call,513,unrelated
Heartbroken girl spends week in KFC after getting dumped,1473,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1921,unrelated
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",505,unrelated
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,592,unrelated
Mum faces real-life Sophie's Choice – as she tries to sell her son to fund daughter's care,1627,agree
ISIS Militant “Jihadi John” Identified As Young West Londoner,1198,agree
Sugarhill Gang rapper Big Bank Hank dead at 57,2080,agree
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1540,discuss
"Report: The Apple Watch Will Only Last 2.5 Hours With ""Heavy"" Use",787,unrelated
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,2391,unrelated
ISIS leader dead?,1473,discuss
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,7,unrelated
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,1820,unrelated
Mexico Says Missing Students Not Found In First Mass Graves,1984,agree
Paul Revere's 1795 time capsule unearthed,1545,unrelated
CNN Posts Alleged Audio of Michael Brown Shooting,2020,unrelated
Meteorite leaves crater in Nicaraguan capital Managua,1900,unrelated
God Is A Woman – Resurrected Father Narated,398,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1721,discuss
"Small meteorite strikes Nicaragua, government says",1594,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,524,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,1751,discuss
Apple Watch Gold Edition rumored to be priced at $1200: Will you buy?,54,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,1375,unrelated
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,752,unrelated
Passenger Wears A Hazmat Suit To Dulles Airport,181,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,830,unrelated
"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’",139,unrelated
Missing American journalist reportedly beheaded by Islamic State ,1009,unrelated
Lebanon detains wife and son of Al-Baghdadi,720,agree
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",324,agree
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,2342,discuss
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",119,unrelated
Matt Taibbi Disappears From Omidyar’s First Look Media,819,unrelated
"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say",1125,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1177,unrelated
"Boko Haram agrees to ceasefire, release of school girls",1125,unrelated
Judd Nelson isn't dead; report is a hoax,2481,unrelated
Missing Mexico students not among 28 bodies found in mass grave,1740,unrelated
Man Severed Penis That Failed To Impress Girls,1905,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2207,discuss
CNN audio: Is this the moment Michael Brown was shot?,2235,discuss
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,91,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,932,unrelated
"Bosnia: Seven underage girls return from five day school trip, pregnant",1804,agree
"Priest Dies, Wakes Up, Claims God Is a Woman. Huh?",2296,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,190,unrelated
Mexico checks if 43 missing students in mass grave,2342,discuss
The iPhone 6 'Hairgate' Is Not a Thing,867,unrelated
North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',2192,discuss
Nigeria Says Boko Haram Cease-Fire May Lead to Release of Kidnapped Girls,402,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1921,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,639,unrelated
