Headline,Body ID,Stance
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,645,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2134,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2477,discuss
Seven girls as young as 13 become pregnant on a school trip,2504,agree
Lynch Mob Castrates Alleged Rapist In Rajasthan,1760,unrelated
Original Apple Watch Health Features Were Dropped Due to Consistency Issues,821,unrelated
"Yes, you can wear your Apple Watch in the shower",72,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1751,unrelated
ISIL allegedly kills US journalist in video,1966,discuss
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2154,discuss
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",609,unrelated
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1380,agree
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,225,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,402,unrelated
White House Fence Jumper Pushed Past Female Guard,1921,discuss
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,903,unrelated
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1251,agree
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1137,disagree
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1743,agree
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1873,unrelated
Omsk schoolboy turned into a man-magnet after shock,244,unrelated
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1739,unrelated
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,892,unrelated
ISIS Beheads American Journalist,2526,unrelated
Comcast Declares War on Tor?,1589,unrelated
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,105,unrelated
Video shows ISIL beheading of photojournalist James Foley,1747,agree
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2159,discuss
Islamic State claims to have beheaded American journalist,2304,unrelated
Electric shock turns Russian boy into Marvel's Magneto,1006,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1854,unrelated
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",487,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",2348,agree
The baby from Teletubbies reveals herself,144,unrelated
iPhone 6 and Even Apple Watch To Feature Samsung Components (Rumor),1585,discuss
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1474,agree
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2156,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,269,unrelated
Mexico finds 4 more graves at site of suspected student massacre,295,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,709,unrelated
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2039,discuss
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1820,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2526,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,2072,unrelated
Someone Spraypainted A Penis On A £1.5m Bugatti Veyron And It Went Very Viral,2235,unrelated
Seven teenage girls get pregnant on school trip,1183,unrelated
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1893,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1438,unrelated
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,1293,discuss
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",17,unrelated
20-Year-Old Quarter Pounder Looks About the Same,414,unrelated
Texas plumber baffled after truck ends up in the hands of Syrian rebels,1467,unrelated
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,299,unrelated
Would-be rapist has penis severed by angry mob,36,unrelated
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1864,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1603,unrelated
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1252,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2441,unrelated
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,676,unrelated
US officials: Video shows American's execution,1347,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1299,unrelated
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,1808,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,1789,unrelated
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1256,unrelated
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1645,discuss
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2403,discuss
More American Weapons for ISIS,1785,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,630,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,1949,agree
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,599,unrelated
Soldier shot near Canadian parliament building,2404,unrelated
"Boko Haram denies truce, says kidnapped girls married",1374,unrelated
Homeless man receives $100... then shocks everyone with how he spends it,2370,unrelated
"Gold Apple Watch Edition Could Cost As Much As $1,200",1934,unrelated
ISIS video showing beheading triggers international response,1528,unrelated
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1843,discuss
Canadian Soldier Shot At Ottawa War Memorial: Report,2252,unrelated
"Vice's Shane Smith drops $300,000 on Vegas dinner",666,unrelated
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",505,unrelated
Former PGA Tour player: Tiger Woods suspended for drug test failure,568,unrelated
The pumpkin spice condom is not happening,2498,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,2197,unrelated
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1178,unrelated
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",2415,unrelated
Pentagon: ISIS Got U.S. Weapons Package,1010,discuss
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,1803,unrelated
"No, Pumpkin Spice Condoms Are Not A Real Thing",2044,unrelated
News sites fall for Putin bird-dropping video,1438,discuss
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,1406,unrelated
"Cook said to confirm Apple Watch is showerproof, lasts a day",62,unrelated
The Chinese Guide to Avoiding a Bad English Name,299,unrelated
6 Islamist militants killed in US attack in Somalia,882,unrelated
"Tom Brokaw 'wants Brian Williams out': NBC legend 'furious' at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",833,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1720,unrelated
Texas plumber's truck on front line of Syria war,339,unrelated
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,1149,discuss
Rumors about Fidel Castro’s death again circulate on the Internet,2221,discuss
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",2397,discuss
Christian Bale quits Steve Jobs movie,1846,agree
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2078,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),831,unrelated
Paul Revere's 1795 time capsule unearthed,1471,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",244,unrelated
Don’t ‘Reset All Settings’ in iOS 8 unless you want to lose your iCloud files,1413,unrelated
Isis militants claim to have killed US journalist James Foley,511,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,539,unrelated
Was The Batmobile Stolen In Detroit?,2055,unrelated
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,204,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1494,unrelated
Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan,1481,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,2296,unrelated
CNN audio: Is this the moment Michael Brown was shot?,1803,unrelated
Utah man hospitalized after eggnog-chugging competition,2440,unrelated
'Spiderman' squished: Perth experts debunk spider burrowing claims,2175,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,1905,unrelated
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,1247,discuss
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],1094,discuss
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,244,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2450,agree
CNN Posts Alleged Audio of Michael Brown Shooting,321,unrelated
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1541,unrelated
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1227,disagree
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",800,unrelated
Insurgents killed in Nigeria despite alleged truce with Boko Haram,1019,unrelated
Has North Korean dictator Kim Jong-un been replaced by his sister?,2020,unrelated
"No, there aren’t any Ebola cases in Iraq",2299,unrelated
Bali spider burrows under Aussie’s chest,1880,disagree
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,2269,discuss
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,2138,discuss
Tiger Woods selling Swedish villa — island included,1006,unrelated
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1368,unrelated
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,1613,discuss
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,1155,unrelated
Russian TV actor wakes up to find his testicles stolen,2042,unrelated
Michael Brown shooting audio caught on tape?,121,unrelated
Newly Discovered Mass Grave Linked to Missing Mexican Students,1670,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",1565,unrelated
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1342,agree
Lebanon 'holding IS leader's daughter and ex-wife',1036,unrelated
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),2511,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1807,discuss
Female teacher facing sack after making SEX TAPE with teenager,2447,disagree
God is a woman- Priest who died for 48 minutes claims,808,agree
ISIS Reportedly Beheads American Photojournalist in Iraq,1569,unrelated
Claim: Comcast Got Complaining Customer Fired From His Job,2434,unrelated
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",545,unrelated
Texas plumber threatened over jihadis using his old truck,917,unrelated
Banksy 'Arrested & Real Identity Revealed' Is The Same Hoax From Last Year,1020,unrelated
ISIS Beheads American Journalist,1358,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1747,unrelated
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,2015,agree
ISIS fighters seize weapons airdrop meant for Kurds,1648,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2175,unrelated
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,698,unrelated
"Islamic State leader's family detained by Lebanon, officials say",254,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1589,discuss
Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt,1959,agree
Experts: More facts needed on purported audio recording of Michael Brown shooting,1289,unrelated
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,2531,unrelated
Meteorite 'caused mysterious boom in Nicaragua',320,unrelated
The Case of the Stolen Batmobile Has Been Solved,672,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,513,unrelated
"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen",2046,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,585,unrelated
Michael Brown shooting audio caught on tape?,1776,discuss
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2087,unrelated
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",2200,discuss
Indian worker sacked after going on leave for 24 years,1844,unrelated
James Foley remembered as 'brave and tireless' journalist,539,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,1291,unrelated
"Therefore, the ""feminist blogger"" who aborted a boy probably fake",1398,unrelated
"Why the most expensive Apple Watch will probably cost around $10,000",2044,unrelated
Did Paul Rudd Help Tackle That Dallas Airport Gay-Basher?,2081,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",431,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,933,discuss
Report: Amazon to Launch Ad-Supported Streaming Service,1917,unrelated
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,634,unrelated
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,646,unrelated
'The Force Awakens' Release Date: JJ Abrams Plan for an Early Release of 'Star Wars' Movie?,1686,disagree
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,882,unrelated
"Islamic State training pilots to fly MiG fighter planes, says monitoring group",1337,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,720,unrelated
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1563,disagree
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2147,unrelated
"NYPD to issue tickets instead of arrest for weed possession, report says",1383,unrelated
White House Fence Jumper Made It Further Into Building Than Reported,1916,unrelated
Christian Bale quits Steve Jobs movie,121,unrelated
American Predator Drone Circling Islamic State’s Stronghold,2129,discuss
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1224,unrelated
Street Artist BANKSY Arrested? Again?,2051,discuss
Islamic State militants claim to behead missing American journalist,2296,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,1500,unrelated
"Boko Haram denies truce, says kidnapped girls married",5,unrelated
Rat problem worsens at One World Trade Center offices of Conde Nast,1020,unrelated
Amazon plans a streaming-video alternative,1048,discuss
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",591,unrelated
Islamic State claims to have beheaded American journalist,2115,unrelated
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1883,unrelated
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,350,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,2302,discuss
Seven girls as young as 13 become pregnant on a school trip,2022,unrelated
The Force Awakens News: Director J.J. Abrams Eyes Summer Release for Star Wars 7 Because of Too Many Spoilers,119,unrelated
"Hostage David Haines' Murder 'Evil', PM Says",1011,unrelated
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2141,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2015,unrelated
"Managua explosion not a meteorite, NASA suggests",2118,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",1289,unrelated
Homeland Security: No ISIL fighters on U.S. border,2141,unrelated
"Boko Haram agrees to ceasefire, release of school girls",244,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,40,unrelated
"Boko Haram denies truce, says kidnapped girls married",2088,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2016,agree
British Aid Worker Confirmed Murdered By ISIS,787,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,456,discuss
"What they earn: Vice CEO Shane Smith’s $300,000 steak dinner",1176,unrelated
Pentagon: Airstrike killed terror leader in Somalia,1423,agree
Small Meteorite Hits Managua,1594,disagree
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2296,unrelated
Audio of gunfire in Michael Brown case authenticated by app company,1299,unrelated
Video shows ISIL beheading of photojournalist James Foley,1471,agree
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1926,agree
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",2531,unrelated
Mohammed Islam Denies Making $72 Million From Stock Market Trading,1760,discuss
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2115,unrelated
11 jetliners 'missing' after Islamist takeover of airport,2448,discuss
Shocking moment shows 'adulteress' stripped naked and beaten in busy shopping centre,1131,unrelated
Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,2528,unrelated
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1857,unrelated
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1426,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,2345,discuss
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,295,unrelated
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1319,unrelated
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1314,discuss
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1603,unrelated
Update: Frisco paramedics transporting patient believed to be exhibiting Ebola-like symptoms,1119,unrelated
Electric shock turns Russian boy into Marvel's Magneto,1426,unrelated
This Kid Made $72 Million During Lunch,2072,unrelated
"Everybody Relax, Banksy Wasn’t Arrested And Exposed As A 35-Year-Old Man",258,unrelated
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",1040,unrelated
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",1898,discuss
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,1756,discuss
Jordan’s King May Participate Personally In ISIS Raids,1438,unrelated
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,1761,unrelated
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2419,unrelated
Questions raised over Nicaragua 'meteorite',10,unrelated
The Chinese Guide to Avoiding a Bad English Name,2028,unrelated
Satirical news site attacks China’s weird English names,2260,agree
