Headline,Body ID,Stance
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,2124,unrelated
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",1256,unrelated
Vladimir Putin Bird Poop Video is Fake,1028,unrelated
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",2087,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",539,unrelated
Someone Trolled Twitter Into Thinking Macklemore Joined ISIS,1498,unrelated
Rapper identified as James Foley's executioner: reports,975,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,2296,unrelated
"So, There Might Be a Rat Infestation at Vogue",2106,discuss
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1948,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,2044,unrelated
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,359,unrelated
"Man chops off own penis, throws it in a dustbin after poor show in bed",714,unrelated
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,855,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,1853,unrelated
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,1826,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,539,unrelated
Man Chops Off and Throws Away His Small Penis After Bad Breakup,2496,agree
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,2338,discuss
Questions raised over Nicaragua 'meteorite',966,discuss
"Rumors of King Abdullah Flying in Airstrikes Not True, Fox Excited Anyway",2274,agree
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2266,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,304,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1253,discuss
Dumped woman spends a week in KFC to get over ex,2002,unrelated
"No, Islamic State Militants Have Not Been Caught by U.S. Border Patrol",2307,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2525,unrelated
Ottawa Shooting: Soldier Shot at Canada's National War Memorial,1988,unrelated
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",944,unrelated
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2202,discuss
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",40,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,819,discuss
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,936,unrelated
Nasa questions whether crater in Nicaragua caused by meteorite,1795,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,26,unrelated
Not coming to a store near you: The pumpkin spice condom,2058,unrelated
Christian Bale quits Steve Jobs movie,1294,unrelated
NBC weatherman caught urinating in the woods live on air,1169,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,2338,unrelated
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,2322,discuss
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2287,unrelated
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",633,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),755,unrelated
Report: Amazon to Launch Ad-Supported Streaming Service,698,discuss
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,1374,unrelated
'Jihadi John' named as Mohammed Emwazi from London,1308,unrelated
ISIS fighters ‘have contracted Ebola’,2078,unrelated
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,2314,unrelated
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,43,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1500,unrelated
"Rumor: Apple shooting for 19 hours of Apple Watch battery life under normal conditions, 2.5 hours 'heavy' use",1357,unrelated
Nigeria says ceasefire agreed with Boko Haram,955,discuss
Nun who had no idea she was pregnant gives birth after going to hospital with stomach pains,254,unrelated
"Boko Haram denies truce, says kidnapped girls married",1155,unrelated
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,742,discuss
"Paradise is open to all, even dogs, Pope tells boy",714,unrelated
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",467,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",1221,unrelated
The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…,2459,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,2519,discuss
CNN Plays Alleged Recording of Michael Brown Shooting,2187,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1361,unrelated
'Jihadi John' named as Mohammed Emwazi from London,1212,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1804,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,7,unrelated
Gateway Pundit,2327,discuss
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1933,unrelated
"Predator Drone Reportedly Sighted Circling Raqqa, Syria",35,unrelated
ISIS militants trick mother into ‘eating her kidnapped son’,2175,unrelated
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1931,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2078,unrelated
Senator: Detainees swapped for Bergdahl have contacted militants,236,unrelated
DNA Tests Confirm Lebanon Is Holding ISIS Leader’s Child,205,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,2307,agree
Kim Jong-un: obese leader 'fractured both ankles',2186,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],398,discuss
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",81,unrelated
It Begins: HazMat-Wearing Passenger Spotted At Airport,1826,agree
CNN Airs Alleged Audio from Michael Brown Shooting,2481,discuss
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1308,discuss
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,2214,discuss
Son pays off his parents' mortgage in a heartwarming Christmas video,1439,unrelated
Islamic State militants claim to behead missing American journalist,1372,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,2168,discuss
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",190,unrelated
Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats,1338,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1351,unrelated
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1221,unrelated
Ebola Scare in Kansas City,2306,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,2367,disagree
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,1574,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,2078,unrelated
Islamic State militants allegedly used chlorine gas against Iraqi security forces,2016,unrelated
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,205,unrelated
"Man chops off his own penis, throws it in the trash after getting dumped for bad bedroom skills",2496,agree
"""This is the recording you thought you'd lost forever""",805,unrelated
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,776,unrelated
Islamic State fighters training to fly captured jets — watchdog,2283,unrelated
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",487,unrelated
Has Ebola infected Isis militants in Mosul?,1778,discuss
ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico,1718,unrelated
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],1157,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,693,unrelated
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,2528,unrelated
South Korea: Kim Jong Un had ankle surgery to remove cyst,1097,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,1982,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,2118,unrelated
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,2260,unrelated
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1681,unrelated
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,2367,unrelated
Priest' claim of seeing God as a woman dismissed as hoax,2240,agree
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,1266,discuss
NASA Raises Doubts About Reports of Nicaraguan Meteorite,524,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,1720,unrelated
"Tropical spider burrows under man's skin, lives there for three days",1797,disagree
Report—Jose Canseco accidentally shot at his home tonight,1154,discuss
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,2152,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,2403,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,844,unrelated
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1588,unrelated
Nicaraguan commission on possible meteorite crash presents rock samples,345,unrelated
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1699,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,467,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1857,unrelated
"Boko Haram claims to have German hostage, denies ceasefire",1603,unrelated
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2118,discuss
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1541,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,1299,unrelated
FBI Probing Alleged Audio of Michael Brown Shooting,2354,unrelated
Opposition group: ISIS militants training to fly warplanes in Syria,777,unrelated
"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model",1545,unrelated
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,367,unrelated
Kurds Deny Gill Rosenberg was in Kobane,2037,agree
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",1376,agree
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",2508,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,2458,unrelated
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1210,unrelated
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,816,agree
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1077,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1950,unrelated
New policy could reduce marijuana possession arrests,1022,unrelated
Amazon's first brick-and-mortar store said to open in Manhattan,2453,unrelated
A Murdered Witness?,148,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,385,unrelated
KC Man Does Not Have Ebola,570,unrelated
US drones hunt Isis leader in Syria,1670,unrelated
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,2152,unrelated
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,1776,disagree
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1224,unrelated
"No, Banksy hasn’t been arrested",1940,agree
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",643,unrelated
Mexico Says Missing Students Not Found In First Mass Graves,251,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",1933,unrelated
WTC rats scare off Anna Wintour,304,unrelated
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1003,unrelated
"In New York City, Marijuana May Mean Ticket, Not Arrest",1295,unrelated
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,377,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,2025,discuss
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,1519,unrelated
Cesar Millan is Not Dead: Dog Whisperer Death Hoax Circulates,734,unrelated
Jordan king cites Clint Eastwood in revenge vow,254,unrelated
App brush list actually do so sister you tired it?,796,unrelated
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,900,unrelated
Nicaragua asks U.S. for help investigating meteorite crater,649,unrelated
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",217,discuss
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1940,unrelated
Cold Turkey,1239,unrelated
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",2177,disagree
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",856,discuss
Missing American journalist reportedly beheaded by Islamic State ,2127,unrelated
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",1597,unrelated
Bali spider burrows under Aussie’s chest,2042,disagree
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,271,unrelated
Homeland Security: No ISIL fighters on U.S. border,2296,unrelated
Kim Jong-un 'set to open a new restaurant in SCOTLAND',1487,discuss
Apple Orders More Than 5 Million Watches for Initial Run,1948,unrelated
CBS News Names Canadian Parliament Shooting Suspect,1739,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,1549,unrelated
Brian Williams Debunks Peeing Meteorologist Report On ‘NBC Nightly News': Video,527,unrelated
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,1939,unrelated
Catholic Priest Claims God Is Female After Clinically Dead Experience,683,unrelated
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",775,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,2109,unrelated
What Glenn Beck Fears May Be Done With the 11 Missing Jets,2175,unrelated
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,729,disagree
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,296,unrelated
New iOS 8 bug can delete all of your iCloud documents,539,unrelated
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,693,unrelated
Lynch mob use butcher's meat cleaver to castrate rapist they caught attacking teenage girl in alleyway in Indian city,2005,agree
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1681,unrelated
Boyfriend cuts off his penis and throws it in the bin after girlfriend dumps him for being bad in bed,277,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",2309,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,186,unrelated
N. Korea’s Kim has leg injury but in control,1419,unrelated
Pope Francis tells boy whose dog had died that heaven is open to all,2002,unrelated
Michael Brown shooting audio caught on tape?,2234,unrelated
Devoted pet owner spends £300 to save his GOLDFISH after it became constipated,1670,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1904,discuss
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1605,discuss
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',2434,unrelated
A bunch of cool health features were cut from the Apple Watch at the last minute,220,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1747,agree
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",1979,unrelated
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,2307,unrelated
Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan,2185,unrelated
Kim Jong-un So Fat He Injured His Ankles,2441,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,826,unrelated
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,2096,unrelated
Kim Jong-un relying on ‘cobra wine’ after problems with trouser snake,570,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,2147,discuss
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,121,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',1837,unrelated
Rumors of ISIS leader's death debunked,1011,unrelated
Audio may have captured Michael Brown shooting,900,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,1904,discuss
IS militant 'Jihadi John' named as Mohammed Emwazi from London,2033,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,254,unrelated
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,167,unrelated
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1803,unrelated
Breaking: Soldier shot at National War Memorial in Ottawa,1921,unrelated
Conflicting reports on alleged IS capture of Canadian woman,693,unrelated
Iraqi airstrike kills key ISIL leader,1871,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",1069,discuss
Kim Jong-Un's sister reportedly running N. Korea,2473,discuss
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,2175,unrelated
Small Meteorite Hits Managua,269,unrelated
Boko Haram denies ceasefire claim by Nigeria's government,244,unrelated
Jihadi John unmasked: Former Westminster University student was arrested FIVE years ago and put on a terror watch list - but he flew to Syria to join ISIS two years later,2352,unrelated
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,1299,unrelated
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",220,unrelated
Resetting iOS 8 Preferences May Wipe iCloud Files,144,discuss
I aborted my baby because it was a boy,2431,unrelated
Who Should Play Steve Jobs Now That Christian Bale Quit?,1846,agree
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,2197,unrelated
Indian civil servant sacked 'after 24-year sickie',1318,agree
Seth Rogen to Play Apple’s Steve Wozniak,1197,unrelated
US confirms death of Somalia terror group leader,1256,agree
Missing Planes,1384,unrelated
"Small meteorite strikes Nicaragua, government says",812,unrelated
ISIS Getting Ebola,992,disagree
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,2010,discuss
Apple was forced to nix key health features from its smartwatch -- report,116,unrelated
Meteor Leaves 40-Foot Crater Near Managua's Airport,961,agree
ISIS Militants Allegedly Contracted Ebola,1807,discuss
Meteor Leaves 40-Foot Crater Near Managua's Airport,601,disagree
ISIL video claims beheading of kidnapped journalist James Foley,1679,discuss
Experts: More facts needed on purported audio recording of Michael Brown shooting,1435,unrelated
Jordan king cites Clint Eastwood in revenge vow,2360,unrelated
Mexican investigators fear mass grave might hold 43 missing students,1269,unrelated
