Headline,Body ID,Stance
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1889,discuss
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1481,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,1739,unrelated
Tom Brokaw Wants Brian Williams Fired Over Iraq Helicopter Story: Report,277,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1195,discuss
ISIS Reportedly Beheads American Photojournalist in Iraq,2067,discuss
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,1575,unrelated
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",105,unrelated
NASA: Viral news on days of darkness in December is hoax,664,unrelated
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1854,unrelated
"Meteorite makes big crater in Nicaragua, government says",1795,unrelated
Is Kim Jong-un’s sister now the power behind the North Korean throne?,1152,discuss
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",961,agree
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1478,agree
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,2295,unrelated
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",26,unrelated
Cameron vows to hunt down IS 'monsters' after Haines murder,1360,unrelated
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1931,unrelated
Durex is not confirming or denying rumors of a “pumpkin spice” condom,181,unrelated
"Elon University has not banned the term ‘freshman,’ despite rumors",655,discuss
Dog abandoned at Scotland train station with suitcase,2483,agree
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1817,discuss
Abdel Majed Abdel Bary Emerges as Suspect in Foley Beheading,1478,unrelated
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',2152,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,639,unrelated
Predator Drone Reportedly Spotted Over ISIS Stronghold,1081,unrelated
Seven teenage girls get pregnant on school trip,2508,agree
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2088,unrelated
Frisco: Sick patient claims to have had contact with Ebola victim,224,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,199,unrelated
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,686,unrelated
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1973,disagree
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1778,discuss
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,2196,agree
Video Purports to Show Beheading of American Journalist,2070,unrelated
Hilarious: North Dakota Pays Special Tribute to President Obama,1599,unrelated
"No, That Wasn’t Paul Rudd Tackling an Airport Homophobe",853,unrelated
Christian Bale will not play Steve Jobs,574,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,1500,unrelated
Macaulay Culkin Victim of Another Online Death Hoax,585,agree
Kim Jong-Un planning Scottish restaurant,2398,unrelated
Islamic State claims it executed American photojournalist James Foley,1569,unrelated
Audio recording allegedly captures moment Michael Brown was shot,1950,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,225,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,662,unrelated
Report: Secret Service Lied About White House Fence Jumper,1488,discuss
This Powerful Cartoon About The Charlie Hebdo Attack Is Not By Banksy,1419,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1630,discuss
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1538,discuss
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,465,discuss
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,1034,unrelated
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,819,unrelated
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",687,unrelated
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2307,unrelated
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,2225,discuss
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1631,unrelated
The rats eat Prada at Vogue NY office,754,unrelated
Man discovers spider living under his skin during Bali vacation,1797,disagree
Opposition group: ISIS militants training to fly warplanes in Syria,886,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,313,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1658,agree
SEE IT: California homeless man uses $100 gift to give food to others,2132,disagree
BREAKING: British-born hostage 'KILLED in failed rescue attempt',1943,unrelated
Sick Mum Sedated After Trying To Eat Baby,62,unrelated
Alleged Audio of Michael Brown Shooting Doesn’t Sound Good for Officer Darren Wilson,195,unrelated
What TBS’s Sped-Up Seinfeld Reruns Tell Us About the Sorry State of America,2314,unrelated
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",2288,unrelated
Islamic State claims to have beheaded American journalist,880,discuss
What Glenn Beck Fears May Be Done With the 11 Missing Jets,959,unrelated
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,1524,unrelated
Video messaging service verifies timing of CNN audio recording,1438,unrelated
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,1155,agree
WHO says reports of suspected Ebola cases in Iraq are untrue,800,unrelated
Kim Jong-un 'Had Surgery on Fractured Ankles',186,unrelated
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1808,unrelated
Duped again: Macaulay Culkin is not dead,690,unrelated
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1829,unrelated
ISIS Beheads American Journalist,2047,discuss
North Korea dictator Kim Jong-un 'set to open a new restaurant in SCOTLAND',1873,discuss
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1936,unrelated
Islamic State militants claim to behead missing American journalist,1385,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1019,unrelated
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1223,unrelated
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,35,unrelated
Vice CEO Throws Down $300K on Lavish Vegas Dinner,640,unrelated
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,2421,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,754,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,320,unrelated
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,1893,unrelated
Fence-jumper made it farther in White House than Secret Service let on,516,unrelated
"Meteorite makes big crater in Nicaragua, government says",1722,discuss
"Nun gives birth, intends to keep baby",1795,unrelated
KFC Locations In Colorado To Begin Selling Marijuana,1826,unrelated
"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches",777,unrelated
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,720,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,472,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1406,unrelated
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,119,unrelated
Lebanon confirms holding ISIS chief’s kin,1900,unrelated
"Pope Francis did not tell boy heaven has room for pets, contrary to report",2492,unrelated
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1271,unrelated
Reports: Boko Haram may release schoolgirls as part of deal,2078,unrelated
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,550,unrelated
US Marine survives headshot from Taliban (video),1137,unrelated
Media outlets identify 'Jihadi John',2123,discuss
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1681,unrelated
#Hairgate: iPhone 6 users say device pulls out hair,1533,discuss
"In New York City, Marijuana May Mean Ticket, Not Arrest",666,unrelated
N Korean leader misses annual ritual; sister ‘takes over duties’,1152,discuss
Rumors about Fidel Castro’s death again circulate on the Internet,1832,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",581,agree
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,1372,unrelated
Mass grave found after 40 students disappear in Mexican protest,1849,unrelated
Vigilantes cut off alleged rapist's penis,2005,agree
Jilted lover spends a week in KFC to try and get over her ex,971,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",972,unrelated
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2470,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,126,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,662,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",465,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,551,unrelated
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2170,agree
Boko Haram ceasefire ignored as violence flares in Borno state,1906,unrelated
Tips for Chinese choosing an English name,761,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1982,unrelated
"No, Banksy hasn’t been arrested",1020,unrelated
ISIS Video Purports To Show Beheading Of British Aid Worker,1178,unrelated
"Sorry, KFC isn't going to be selling weed in Colorado restaurants",1933,disagree
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,409,unrelated
"Web Portal publishes death of ""Dog Whisperer""",2184,unrelated
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1374,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1002,unrelated
Video messaging service verifies timing of CNN audio recording,900,unrelated
Teacher sex tape exposed as a FAKE after internet detectives trace the origin of pornographic clip,822,unrelated
"Yemen says U.S. man freed, sister says he’s dead",271,unrelated
Soldier shot in Ottawa at War Memorial,77,unrelated
Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi,933,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,251,unrelated
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1398,discuss
ISIL allegedly kills US journalist in video,7,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,2307,unrelated
ISIS executioner 'Jihadi John' named by media,1252,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,1205,unrelated
Canadian Soldier Shot At Ottawa War Memorial: Report,2155,unrelated
"Jihadi John named as Mohammed Emwazi, from west London",2531,unrelated
Isis supporters claim US hostage killed in coalition air strike in Syria,2260,unrelated
ISIL militant 'Jihadi John' named by media,586,unrelated
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,385,unrelated
"Boko Haram denies truce, says kidnapped girls married",225,unrelated
REPORT: Alleged New Audio of Michael Brown Shooting,195,unrelated
Amazon is about to open its first-ever physical store in New York City,428,unrelated
Kim Jong-un: Absent North Korean leader is 'recovering from ankle surgery',2441,unrelated
Apple may launch 12-inch MacBook Air with Retina Display,1917,unrelated
Vogue’s Shiny New Office Has a Big Rat Problem,1968,unrelated
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1266,unrelated
Jihadi John ‘identified as British man from West London’,1374,discuss
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,267,unrelated
"No, it's not Tiger Woods selling an island in Lake Mälaren",1375,disagree
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",1547,unrelated
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,2152,unrelated
Christian Bale Drops Out of Steve Jobs Biopic,1841,agree
Al Qaida hostage killed in raid,1187,discuss
Iraqi media: ISIS militants have contracted Ebola,1013,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,2314,unrelated
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,1393,discuss
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2132,unrelated
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",2508,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,1939,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1320,discuss
Tiger Woods serving secret PED suspension?,2432,unrelated
Pumpkin Spice condoms? Don't fall for this hoax.,2240,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",1029,unrelated
Video shows ISIL beheading of photojournalist James Foley,1206,agree
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,852,agree
Comcast Says You Can Keep Your Tor,2354,unrelated
Predator drones being flown over Isil's Syrian 'capital',146,discuss
Vandal paints penis on £1.5million Bugatti Veyron,1435,unrelated
"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000",687,unrelated
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2165,agree
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1019,unrelated
A viral photo in China shows how to manipulate App Store rankings the hard way,1040,unrelated
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",981,discuss
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1009,unrelated
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,498,unrelated
"In Kim Jong Un's absence, his sister may rule. Or not.",1294,discuss
God is a woman- Priest who died for 48 minutes claims,1048,unrelated
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,1939,unrelated
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,524,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,2525,unrelated
Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace,2137,unrelated
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",903,unrelated
NEWS/ All Dogs Go to Heaven! Pope Francis Confirms Paradise Is Open to All of God's Creatures,993,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,105,unrelated
Small Meteorite Hits Managua,724,unrelated
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1515,discuss
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1461,unrelated
Tropical spider 'burrowed under man's skin through scar' - video report,2338,discuss
WHO investigates media reports ISIS fighters contracted Ebola,2197,unrelated
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1781,unrelated
‘Photo of slain IS leader’ reported to be doctored,511,unrelated
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,1457,unrelated
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,2297,agree
Mexican cartel leader kills self; bodies in grave not missing students,1740,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1489,unrelated
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2210,unrelated
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1374,agree
Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite,2398,unrelated
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,800,discuss
Dog abandoned at Scotland train station with suitcase,1296,unrelated
Comcast blocks Tor,2114,unrelated
White House fence-jumper made it far deeper into building than previously known,527,unrelated
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",107,unrelated
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,2492,unrelated
Seth Rogen reportedly nabs Steve Wozniak role in Steve Jobs filmSteve Jobs Iconic Moments,2268,unrelated
Wife and child of Islamic State leader Baghdadi held in Lebanon,2283,agree
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,855,unrelated
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,1372,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",2067,agree
"Boko Haram claims to have German hostage, denies ceasefire",2192,unrelated
"Why the most expensive Apple Watch will probably cost around $10,000",1631,unrelated
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",387,unrelated
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1024,unrelated
Parliament Hill shooting: Sergeant-At-Arms Kevin Vickers the family hero who took down Ottawa gunman,1175,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,1720,unrelated
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,693,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,446,discuss
"No, Jordan's King Abdullah II is not personally flying planes against Isis",1689,unrelated
Kurds Deny Gill Rosenberg was in Kobane,2067,unrelated
Nun gives birth to surprise baby after complaining of stomach pains,304,unrelated
Soldier shot in Ottawa at War Memorial,1349,unrelated
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',682,unrelated
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1234,unrelated
Apple 'working on 12-inch MacBook Air',1679,unrelated
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,676,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1658,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,2506,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,2180,agree
Setting the record straight on tor,1938,unrelated
"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect",626,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2304,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1673,unrelated
This Kid Made $72 Million During Lunch,2132,unrelated
Sugarhill Gang rapper Big Bank Hank dies at age 57,993,agree
"BREAKING NEWS: Female American aid worker, 26, held hostage by ISIS for 18 months has been 'killed in Jordanian air strike'",663,unrelated
"Dead for 48 minutes, this Catholic Priest claims God is female",1303,disagree
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,2295,unrelated
Islamic State using 'SCORPION bombs' to terrorise victims,533,unrelated
"Paradise is open to all, even dogs, Pope tells boy",26,unrelated
The Pumpkin-Spice Condom Is Just a Figment of Your Own Gross Imagination,788,unrelated
Audio may have captured Michael Brown shooting,2234,unrelated
"North Korean leader Kim Jong-un not missing, just having ankle surgery",1465,discuss
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2016,agree
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,819,discuss
'Banksy' Reacts To Paris Attack With Poignant Drawing,1545,unrelated
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,1950,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,621,unrelated
"Islamic State leader's family detained by Lebanon, officials say",670,discuss
Fence jumper reportedly made it much further into White House than Secret Service said,2068,unrelated
Boko Haram denies truce to release kidnapped schoolgirls,821,unrelated
"A Vice Guide To Spending $300,000 On Dinner",1358,unrelated
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,2042,unrelated
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1709,discuss
