Headline,Body ID,Stance,prob_0,prob_1,prob_2,prob_3
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,570,unrelated,5.874144e-09,1.1444946e-09,1.521946e-07,0.9999999
KFC Marijuana Sales To Begin In Colorado? It’s Unbelievable — Literally,1826,unrelated,6.3773047e-07,1.0110233e-07,3.5487346e-08,0.9999993
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2434,discuss,0.003706326,0.00026467312,0.99593395,9.505967e-05
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,1040,unrelated,4.3734087e-08,1.02243884e-08,9.588725e-07,0.99999905
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,2240,unrelated,1.3896423e-07,1.2542739e-07,1.2129341e-08,0.99999976
No - a Fox News Twitter account isn't responding to tweets on the #FoxNewsFacts hashtag,1697,unrelated,0.00018188336,8.492155e-05,0.008372725,0.9913605
Obama: murder of James Foley 'shocks the conscience of the entire world',2067,agree,0.9934736,2.5310497e-05,0.006500454,5.7804345e-07
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1549,unrelated,2.7811813e-09,3.3880433e-08,1.625104e-07,0.99999976
Islamic State militants claim to behead missing American journalist,2096,discuss,9.337905e-06,1.8863498e-07,0.9999865,3.9949555e-06
Missing American journalist reportedly beheaded by Islamic State ,2304,unrelated,4.082181e-08,2.426731e-08,0.00023243958,0.9997675
British rapper a suspect in ISIS beheading,634,unrelated,1.23936275e-08,4.1987582e-09,2.0690068e-06,0.999998
It’s Okay To Laugh About The Fact That The Vogue Rat Infestation is Getting Worse,639,unrelated,2.8901619e-07,5.690106e-08,5.7674833e-06,0.9999939
'Feminist' Lana 'Aborts Baby Because It's A Boy' And Is Surprised By Backlash,1549,unrelated,5.826465e-08,2.3931213e-07,2.5519032e-08,0.99999964
Apple Watch reportedly has low-energy 'power reserve' mode,1857,unrelated,6.0528906e-09,1.0966972e-09,3.9476075e-07,0.99999964
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",244,unrelated,1.09500554e-07,1.8935442e-08,1.018574e-08,0.9999999
Man Chops Off and Throws Away His Small Penis After Bad Breakup,1347,unrelated,3.3687368e-08,6.1658127e-09,4.2564383e-07,0.9999995
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",829,unrelated,2.823375e-07,4.243366e-09,3.679995e-07,0.9999994
Here Are Microsoft's New Robot Security Guards,917,unrelated,3.7813252e-06,3.3631207e-07,2.7388847e-07,0.9999956
EXCLUSIVE: New York Mag’s Boy Genius Investor Made It All Up,2052,agree,0.9033436,0.049987823,0.046195544,0.00047302913
"Managua explosion not a meteorite, NASA suggests",1073,discuss,0.0020078307,0.0026922429,0.9952987,1.2426883e-06
Militant Group Says It Killed American Journalist in Syria,1011,discuss,1.5968417e-05,2.0137777e-06,0.9999498,3.221347e-05
Was The Batmobile Stolen In Detroit?,1311,unrelated,8.59056e-09,1.1786713e-08,6.252016e-06,0.9999937
"Amazon reportedly launching free, ad-supported video service (updated)",1408,unrelated,3.293979e-07,3.1800035e-08,3.67472e-07,0.9999993
Missing Libyan aircraft spark fears of 9/11-style attack in North Africa,1966,unrelated,0.00024097551,1.0900727e-06,2.3932229e-05,0.999734
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,1640,agree,0.9973603,0.00038650632,0.0022344668,1.874794e-05
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1934,discuss,0.00013432196,2.0332216e-05,0.9924704,0.0073749805
The “Flood Libel” Propagandists of 2015,244,unrelated,2.761067e-06,7.478347e-07,1.3117e-06,0.99999523
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",2295,discuss,0.0032660167,6.4841646e-05,0.99605465,0.0006144297
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,54,unrelated,8.796361e-08,1.9033165e-07,2.6241694e-06,0.99999714
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,1651,unrelated,4.364609e-07,7.687707e-08,1.5575269e-08,0.9999995
"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off",368,unrelated,6.989666e-05,2.9719504e-07,4.015157e-06,0.99992573
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1435,unrelated,1.6674832e-09,6.835331e-09,5.8546234e-06,0.99999416
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,1666,agree,0.94403774,0.00014157823,0.05581955,1.1849413e-06
Islamic State claims it executed American photojournalist James Foley,2526,unrelated,7.967324e-09,7.1839015e-09,7.991704e-06,0.999992
Pentagon: ISIS seized materials airdropped to Kurds,693,unrelated,9.25578e-08,1.4046342e-08,1.6725078e-06,0.9999982
Apple scrapped advanced Apple Watch health monitoring features due to reliability issues,1707,unrelated,2.1928307e-07,1.1693986e-08,2.4172283e-07,0.9999995
"High-end Apple Watch to start at $5,000 -- analyst",503,unrelated,2.0673009e-07,4.449454e-09,1.2256322e-07,0.99999964
Scientists Doubt That Meteor Caused Crater In Nicaragua,724,unrelated,6.908047e-07,6.310044e-08,2.9504227e-07,0.9999989
"NYPD to issue tickets instead of arrest for weed possession, report says",955,unrelated,1.1432348e-06,4.0464397e-07,3.644923e-06,0.99999475
Penis graffiti drawn on £1.5million Bugatti Veyron,822,unrelated,1.0739856e-07,6.212255e-08,3.4562643e-07,0.9999995
N. Korea’s Kim has leg injury but in control,1148,unrelated,5.803461e-07,1.3450509e-07,2.627451e-07,0.99999905
Militant Group Says It Killed American Journalist in Syria,782,discuss,0.0022031507,1.5933185e-05,0.99768543,9.5526746e-05
N Korean leader misses annual ritual; sister ‘takes over duties’,1268,unrelated,1.9534723e-06,8.758538e-08,1.1576866e-06,0.9999968
Video: Marine saved by helmet after Taliban sniper attack,1180,agree,0.99920315,4.393528e-05,0.00074869365,4.2340903e-06
Government fires employee who skipped work for 24 years,304,unrelated,1.0814648e-06,1.2795149e-09,2.58938e-08,0.9999989
Nigeria Boko Haram blamed for raids despite truce claim,2144,discuss,1.8479067e-06,1.1330217e-06,0.999997,3.6569013e-08
"Islamic State leader's family detained by Lebanon, officials say",1125,unrelated,7.9718404e-08,3.8942158e-08,4.5754928e-07,0.9999994
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",45,unrelated,2.1676225e-08,3.5356928e-09,7.552385e-07,0.99999917
Macaulay Culkin dead hoax: Fake death report spreads on social networks,195,unrelated,1.499462e-07,1.1334655e-08,2.406145e-07,0.99999964
Boko Haram ceasefire ignored as violence flares in Borno state,2272,disagree,0.068429045,0.91912585,0.012296565,0.00014858268
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',1660,unrelated,1.0275148e-07,1.5792163e-07,4.0348783e-07,0.9999993
Kim Jong-un 'set to open a new restaurant in SCOTLAND',2148,discuss,0.00015692679,7.5877997e-06,0.9998332,2.2839508e-06
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2142,unrelated,6.2113065e-07,2.0159162e-07,2.2384943e-07,0.9999989
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",941,unrelated,1.5829661e-08,2.845312e-08,7.974915e-06,0.999992
"Small meteorite strikes Nicaragua, government says",816,unrelated,1.4166406e-07,1.633693e-08,1.2168488e-06,0.99999857
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',493,unrelated,2.3420048e-09,7.8494065e-09,1.3120323e-06,0.9999987
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",551,discuss,3.162655e-05,3.9335035e-07,0.9999671,8.993906e-07
Vogue's new digs are reportedly swarming with rats,891,unrelated,1.5474534e-07,1.4792528e-07,0.00011499452,0.9998847
Islamic State militants claim to behead missing American journalist,1786,unrelated,8.433753e-08,1.7794681e-08,0.00020785294,0.99979204
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2031,agree,0.9504364,0.0004899802,0.049049124,2.4411924e-05
"ISIS Claims It Kidnapped Gill Rosenberg, The First Western Woman To Fall Into The Group's Hands",513,unrelated,2.1440904e-07,5.653143e-08,1.7991053e-06,0.999998
"Accused Boston Marathon Bomber Severely Injured In Prison, May Never Walk Or Talk Again",181,unrelated,1.3085606e-08,2.6492e-08,4.0620523e-07,0.9999995
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,570,unrelated,3.300881e-07,1.3254967e-07,4.1825055e-07,0.99999917
BREAKING NEWS: Baseball star Jose Canseco hurt in accidental shooting,2230,unrelated,4.0214193e-08,2.4563414e-08,2.5808215e-06,0.9999974
Texas City plumber's truck ends up in Syrian war,1906,agree,0.98088455,0.00074853114,0.018299775,6.7196124e-05
Isis tells mother on rescue mission :’You’ve just eaten your son’,2248,unrelated,5.582219e-07,1.8880831e-07,3.0066698e-07,0.9999989
Give a homeless man $100 and see what he does with it [Video],676,unrelated,0.0001959588,3.295124e-06,9.461171e-06,0.9997913
'There is no limit to their depravity' Islamic State FEED mother her own SON,2299,unrelated,1.2305665e-07,4.242508e-08,3.0882832e-06,0.9999968
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1349,unrelated,3.0901955e-08,2.3283557e-09,1.3503472e-05,0.9999864
ISIL Beheads American Photojournalist in Iraq,115,unrelated,3.0591353e-05,1.3217051e-07,1.3917604e-06,0.99996793
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",1826,unrelated,1.9487354e-06,7.742155e-08,7.6161214e-08,0.99999785
Islamic State flying three jets in Syria: monitor,524,unrelated,2.3105994e-08,3.902641e-09,1.8396355e-06,0.9999981
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,821,unrelated,7.934773e-07,5.9450014e-09,4.190541e-07,0.9999988
Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?,320,unrelated,9.089515e-08,3.9295531e-07,2.4094952e-06,0.99999714
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",787,unrelated,6.086461e-07,3.4821866e-08,2.621544e-07,0.99999905
'Sex attacker' has penis cut off with a cleaver in India,2175,unrelated,2.208829e-08,3.566845e-09,5.076089e-07,0.9999995
"Boko Haram denies truce, says kidnapped girls married",1697,unrelated,5.1771163e-08,2.7168493e-08,3.9317817e-07,0.9999995
Alleged audio of Michael Brown shooting released,1648,unrelated,1.1920765e-08,1.1706953e-08,1.3693156e-05,0.9999863
Viral Photo Shows How Chinese Workers Are Used to Manipulate App Store Rankings,2087,unrelated,6.7285276e-07,7.1648955e-08,1.5211296e-05,0.999984
Report of quarantined Texas town NOT real; shared on a 'fake' news website,409,unrelated,0.0005564846,2.6272937e-05,0.00013881481,0.9992785
Purported ISIS claim: Jordan airstrike kills female US hostage,2328,unrelated,4.491283e-07,8.5712564e-08,1.3962828e-06,0.9999981
Is Kim Jong Un's sister Kim Yo Jong in charge?,986,unrelated,3.1039187e-07,2.1082624e-08,1.6223613e-07,0.9999995
Kim Had Ankle Surgery:  Source,2175,unrelated,6.2303096e-09,6.0878653e-09,2.875755e-06,0.99999714
Al Qaida hostage killed in raid,1582,unrelated,7.67565e-08,5.4084395e-09,1.15090515e-07,0.99999976
Man has his PENIS cut off by angry mob after 'attempted rape' of teenager,387,unrelated,1.6557915e-07,7.690139e-09,3.6233633e-08,0.99999976
Google Grows With $1.6 Billion in California Office Deals,1921,unrelated,1.1377956e-06,4.456245e-09,2.1045136e-05,0.9999778
Saddam Hussein’s pilots training Islamic State group,777,unrelated,4.276984e-08,1.6246053e-08,1.7733832e-05,0.99998224
Audio recording allegedly captures moment Michael Brown was shot,1921,unrelated,3.1854086e-09,4.2268825e-10,7.072226e-06,0.99999297
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,527,unrelated,8.627884e-07,2.149445e-07,5.763129e-07,0.99999833
'Spiderman' squished: Perth experts debunk spider burrowing claims,1848,unrelated,5.821252e-07,7.5990664e-07,9.126688e-08,0.99999857
NBC's Tom Brokaw reportedly wants Brian Williams fired over fabricated Iraq helicopter story,1572,unrelated,5.2408386e-06,4.01808e-06,0.008525715,0.99146503
Taylor Lianne Chandler: Michael Phelps' Cougar Girlfriend Revealed?,645,unrelated,7.0015126e-08,2.522586e-08,6.135836e-06,0.9999938
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,2134,unrelated,1.1045744e-06,7.9299504e-08,6.3815264e-08,0.9999988
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),2477,discuss,0.00025961516,2.3909959e-06,0.99973613,1.817732e-06
Seven girls as young as 13 become pregnant on a school trip,2504,agree,0.99848336,6.0877235e-05,0.0014549538,8.013059e-07
Lynch Mob Castrates Alleged Rapist In Rajasthan,1760,unrelated,1.329304e-07,1.2862761e-08,1.1831189e-06,0.9999987
Original Apple Watch Health Features Were Dropped Due to Consistency Issues,821,unrelated,1.0415815e-06,1.9982032e-08,3.4033565e-06,0.9999956
"Yes, you can wear your Apple Watch in the shower",72,unrelated,2.0029856e-07,2.8372149e-08,3.3097965e-07,0.9999994
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,1751,unrelated,7.32663e-08,2.969789e-08,2.0254115e-06,0.99999785
ISIL allegedly kills US journalist in video,1966,discuss,0.0017397815,1.6426753e-05,0.99126124,0.006982466
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",2154,discuss,0.0012163392,0.0005167103,0.9982627,4.225529e-06
"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow",609,unrelated,7.618258e-06,2.5524857e-06,4.5124443e-07,0.9999894
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1380,agree,0.9472397,0.00036450638,0.052376974,1.8827825e-05
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,225,unrelated,4.2980328e-06,3.478204e-08,3.344824e-07,0.99999535
Insurgents killed in Nigeria despite alleged truce with Boko Haram,402,unrelated,5.0770392e-09,2.523961e-10,1.1344851e-07,0.9999999
White House Fence Jumper Pushed Past Female Guard,1921,discuss,0.0123794405,1.7367736e-05,0.98755556,4.766938e-05
Photo gallery: Amazing £300 operation by North Walsham vet on constipated goldfish,903,unrelated,3.6405459e-07,1.11427944e-07,2.2453727e-05,0.9999771
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1251,agree,0.9321798,0.0015366591,0.06484859,0.0014349283
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1137,disagree,0.1675593,0.8193817,0.012960607,9.839652e-05
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1743,agree,0.9106389,0.00053432427,0.08865702,0.0001697335
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1873,unrelated,3.5655734e-07,1.0424724e-07,3.8210814e-08,0.9999995
Omsk schoolboy turned into a man-magnet after shock,244,unrelated,3.584417e-07,3.333646e-08,4.0369752e-08,0.9999995
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,1739,unrelated,5.202965e-08,1.4779459e-08,6.5215846e-09,0.9999999
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,892,unrelated,8.689633e-08,2.7160128e-08,1.07460055e-05,0.99998915
ISIS Beheads American Journalist,2526,unrelated,6.534395e-08,2.9018705e-09,9.114972e-07,0.99999905
Comcast Declares War on Tor?,1589,unrelated,3.0633964e-05,2.3058236e-07,3.796635e-05,0.9999312
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,105,unrelated,1.7982888e-08,5.0817865e-09,1.5326442e-07,0.9999999
Video shows ISIL beheading of photojournalist James Foley,1747,agree,0.94946545,7.8525845e-05,0.042748462,0.007707535
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,2159,discuss,0.0010834122,2.3827806e-05,0.99889225,4.891559e-07
Islamic State claims to have beheaded American journalist,2304,unrelated,5.621495e-08,2.9823948e-08,6.180022e-05,0.99993813
Electric shock turns Russian boy into Marvel's Magneto,1006,unrelated,1.9487219e-07,7.333157e-09,1.6155835e-06,0.9999982
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,1854,unrelated,0.00020747483,1.1569516e-06,0.21489607,0.7848953
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",487,unrelated,4.1546407e-08,1.3960117e-08,4.3493307e-07,0.9999995
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",2348,agree,0.96946096,4.1848765e-05,0.030292802,0.00020433727
The baby from Teletubbies reveals herself,144,unrelated,2.4390907e-05,3.1806446e-06,0.0013270419,0.99864537
iPhone 6 and Even Apple Watch To Feature Samsung Components (Rumor),1585,discuss,0.0001973164,7.850302e-06,0.9995772,0.00021758773
"ISIS using bombs containing live SCORPIONS in effort to spread panic, in tactic used 2,000 years ago against Romans",1474,agree,0.93949395,0.0003289374,0.059954595,0.0002224992
'They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2156,unrelated,4.8306767e-09,9.0775243e-10,1.0714366e-07,0.9999999
Nicaraguan commission on possible meteorite crash presents rock samples,269,unrelated,9.3617665e-08,1.7157774e-08,7.9616535e-07,0.99999905
Mexico finds 4 more graves at site of suspected student massacre,295,unrelated,6.367575e-08,1.14006625e-07,8.8480085e-08,0.99999976
Video: Marine survives Taliban sniper headshot thanks to helmet,709,unrelated,2.8245768e-07,1.7505869e-08,1.5490421e-08,0.99999964
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",2039,discuss,0.048334856,4.7755357e-06,0.95157063,8.972641e-05
"Pope Francis did not tell boy heaven has room for pets, contrary to report",1820,unrelated,7.224387e-08,1.0884001e-08,3.873607e-09,0.9999999
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2526,unrelated,4.9646594e-08,5.029516e-09,1.3773865e-06,0.99999857
Is Kim Jong Un's sister Kim Yo Jong in charge?,2072,unrelated,7.0415945e-07,2.6027239e-08,5.5924178e-05,0.9999434
Someone Spraypainted A Penis On A £1.5m Bugatti Veyron And It Went Very Viral,2235,unrelated,9.264513e-07,7.543238e-07,2.5967734e-06,0.9999957
Seven teenage girls get pregnant on school trip,1183,unrelated,8.7602906e-08,2.8807997e-07,1.2589832e-05,0.999987
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",1893,unrelated,3.0629774e-09,2.080603e-08,3.7224655e-07,0.99999964
Audio recording allegedly captures moment Michael Brown was shot,1438,unrelated,5.898263e-08,1.480212e-07,3.722408e-06,0.99999607
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,1293,discuss,0.0017529516,0.00016168633,0.9676414,0.030443983
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",17,unrelated,1.516083e-07,7.295491e-08,1.9803485e-06,0.99999785
20-Year-Old Quarter Pounder Looks About the Same,414,unrelated,1.8248205e-08,1.4008521e-09,4.254892e-07,0.9999995
Texas plumber baffled after truck ends up in the hands of Syrian rebels,1467,unrelated,5.0211884e-06,1.0260592e-06,2.3034254e-06,0.99999166
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,299,unrelated,4.0197006e-09,3.0669347e-09,4.248271e-05,0.99995756
Would-be rapist has penis severed by angry mob,36,unrelated,2.8962584e-06,2.8879109e-07,4.951817e-06,0.9999919
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1864,unrelated,1.3009412e-06,2.9666449e-08,5.68065e-05,0.9999418
Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali,1603,unrelated,1.12640315e-08,1.7742117e-08,1.6521557e-07,0.99999976
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1252,unrelated,1.8324347e-07,1.1938228e-07,1.4442427e-06,0.9999982
"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims",2441,unrelated,1.6742482e-07,1.0110266e-08,5.025176e-07,0.9999993
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,676,unrelated,0.0022431966,6.013866e-05,0.000120746634,0.99757594
US officials: Video shows American's execution,1347,unrelated,2.5799898e-09,1.1635587e-08,5.8132127e-06,0.99999416
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1299,unrelated,2.7334814e-08,3.7757637e-08,7.97881e-07,0.99999917
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,1808,unrelated,3.446007e-08,3.2299464e-08,3.6887727e-07,0.9999995
Wife and child of Islamic State leader Baghdadi held in Lebanon,1789,unrelated,1.4871093e-05,1.4523439e-06,3.17807e-06,0.99998045
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1256,unrelated,9.15573e-08,9.36039e-10,6.332863e-08,0.9999999
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1645,discuss,5.6452227e-05,1.403003e-05,0.99992764,1.884264e-06
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",2403,discuss,0.00013018918,1.8484978e-05,0.999851,3.6460554e-07
More American Weapons for ISIS,1785,unrelated,0.0005189587,8.367705e-06,0.038793392,0.96067923
Christian Bale Drops Out of Steve Jobs Biopic,630,unrelated,1.8609565e-07,2.3502391e-08,1.3501194e-06,0.99999845
ISIS fighters seize weapons airdrop meant for Kurds,1949,agree,0.89377743,0.0003514879,0.10513969,0.00073143764
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,599,unrelated,6.656568e-08,5.7292406e-09,6.58957e-07,0.9999993
Soldier shot near Canadian parliament building,2404,unrelated,5.1123727e-08,1.6717373e-09,2.1992741e-06,0.99999774
"Boko Haram denies truce, says kidnapped girls married",1374,unrelated,1.8309018e-07,3.872025e-09,2.608831e-07,0.9999995
Homeless man receives $100... then shocks everyone with how he spends it,2370,unrelated,4.987806e-08,9.91172e-08,7.3258444e-09,0.9999999
"Gold Apple Watch Edition Could Cost As Much As $1,200",1934,unrelated,6.280316e-09,6.815928e-10,3.6991867e-07,0.99999964
ISIS video showing beheading triggers international response,1528,unrelated,1.087131e-06,9.028198e-08,5.101769e-06,0.9999937
Has J.J. Abrams Asked for THE FORCE AWAKENS Release Date to be Moved Up?,1843,discuss,0.0006880093,0.00013945841,0.9991722,3.761427e-07
Canadian Soldier Shot At Ottawa War Memorial: Report,2252,unrelated,7.1028476e-09,1.0374062e-08,3.2169942e-07,0.99999964
"Vice's Shane Smith drops $300,000 on Vegas dinner",666,unrelated,1.5381646e-07,2.0281148e-09,1.5913702e-08,0.9999999
"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says",505,unrelated,1.5967515e-08,2.0178499e-10,2.194915e-07,0.99999976
Former PGA Tour player: Tiger Woods suspended for drug test failure,568,unrelated,3.122644e-09,1.4413801e-09,5.7924274e-07,0.9999994
The pumpkin spice condom is not happening,2498,unrelated,3.6179398e-07,1.1910128e-08,3.9268414e-08,0.99999964
