,Headline,Body ID,Stance
58,Citi sees Apple Watch price points of $550 and $950; myriad accessories,1415,discuss
59,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,511,unrelated
60,"Islamic Tribunal Using Sharia Law In Texas Has Been Confirmed Tribunal members say they will avoid Sharia's ""criminal law.""",1273,unrelated
61,Amazon is about to open its first-ever physical store in New York City,195,unrelated
62,Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,730,unrelated
63,Iraqi media says ISIS militants have contracted Ebola,93,unrelated
64,ISIS Militants Allegedly Contracted Ebola,720,unrelated
65,Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,2256,discuss
66,BREAKING: ISIS Beheads American Journalist James Wright Foley,1589,agree
67,Google Grows With $1.6 Billion in California Office Deals,1948,unrelated
68,Insurgents killed in Nigeria despite alleged truce with Boko Haram,2314,unrelated
69,Gateway Pundit,1314,discuss
70,Indian civil servant sacked 'after 24-year sickie',2299,unrelated
71,Schoolboy who got electric shock from lamppost claims he now has magnetic powers,1949,unrelated
72,Macaulay Culkin dead: Actor is victim of another death hoax,2523,unrelated
73,Lebanon confirms holding ISIS chief’s kin,1913,unrelated
74,Missing American journalist reportedly beheaded by Islamic State ,1351,unrelated
75,Report: Christian Bale Drops Out Of Steve Jobs Biopic,574,unrelated
76,Batman Set To Play Steve Jobs In Upcoming Biopic,286,unrelated
77,Islamic State fighters detonate 'SCORPION bombs' in terror siege,1127,agree
78,"Boko Haram agrees to ceasefire, release of school girls",1374,unrelated
79,[Updated] Saudi State Television Allegedly Blurs Michelle Obama’s Face During Meeting With New Saudi King,1498,unrelated
80,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral",639,unrelated
81,Macaulay Culkin Dead?,1559,discuss
82,"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",686,unrelated
83,Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,1461,unrelated
84,"Islamic State leader's family detained by Lebanon, officials say",1004,discuss
85,ISIS Reportedly Beheads American Photojournalist in Iraq,1011,discuss
86,There was never a panel discussion on domestic violence planned for ESPN’s ‘Monday Night Football’ pregame show,825,unrelated
87,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,1574,unrelated
88,Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,186,unrelated
89,ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1572,unrelated
90,iOS 8 bug could delete your iCloud Drive documents,2423,agree
91,Predator drones being flown over Isil's Syrian 'capital',933,unrelated
92,Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,646,unrelated
93,"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold",1651,unrelated
94,Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,472,unrelated
95,Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1800,discuss
96,Homeland Security: No ISIL fighters on U.S. border,1483,unrelated
97,High school student scores $72M playing the stock market,945,unrelated
98,Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1866,discuss
